gene_name	gene_type
Gm15793	processed_pseudogene
Gm27934	snRNA
Gm25832	snoRNA
Myl1	protein_coding
Rpl31-ps14	processed_pseudogene
Gm15826	processed_pseudogene
Lancl1	protein_coding
Cps1	protein_coding
Gm15668	lincRNA
Gm26342	snoRNA
Kif22-ps	processed_pseudogene
Gm22548	miRNA
Gm15669	lincRNA
Gm37957	TEC
Gm23189	miRNA
Gm15671	lincRNA
Erbb4	protein_coding
Gm37100	TEC
Gm15670	processed_pseudogene
Gm25542	snRNA
Gm19335	TEC
Gm37735	TEC
Gm37769	TEC
Gm37061	TEC
Gm16076	sense_intronic
Gm8840	processed_pseudogene
Pced1c-ps	processed_pseudogene
Gm28497	lincRNA
Gm29113	lincRNA
Gm29114	antisense
Ikzf2	protein_coding
Gm29112	sense_intronic
Gm28112	sense_intronic
Gm37930	TEC
Spag16	protein_coding
Gm22665	misc_RNA
Gm23879	snRNA
Gm28580	unprocessed_pseudogene
Gm38272	TEC
Gm37456	TEC
Gm23422	snRNA
Vwc2l	protein_coding
Bard1	protein_coding
Gm16236	processed_pseudogene
Gm8870	processed_pseudogene
Abca12	protein_coding
Gm6947	processed_pseudogene
Atic	protein_coding
Fn1	protein_coding
Apol7d	antisense
Gm5829	processed_pseudogene
Gm5256	processed_pseudogene
Gm37217	TEC
Gm8883	lincRNA
Gm28818	lincRNA
4933417E11Rik	lincRNA
4930556G22Rik	lincRNA
Gm5528	processed_pseudogene
Gm8885	processed_pseudogene
Gm4319	lincRNA
Mreg	protein_coding
Gm25360	snRNA
Gm23472	snRNA
Gm24497	snRNA
Gm25939	snRNA
Pecr	protein_coding
Tmem169	protein_coding
Xrcc5	protein_coding
Marchf4	protein_coding
Gm15843	processed_pseudogene
Smarcal1	protein_coding
Gm39662	antisense
Ankar	protein_coding
Gm18035	processed_pseudogene
Gm45859	processed_pseudogene
Rpl37a	protein_coding
Igfbp2	protein_coding
Igfbp5	protein_coding
1700027A15Rik	antisense
Tnp1	protein_coding
Gm38106	TEC
Gm29185	lincRNA
Gm29184	processed_pseudogene
Pinc	lincRNA
Gm27315	misc_RNA
D530049I02Rik	lincRNA
Gm9553	processed_pseudogene
C530043A13Rik	lincRNA
Gm29186	lincRNA
6030407O03Rik	lincRNA
Gm29183	lincRNA
Gm25329	rRNA
Mir6351	miRNA
Tns1	protein_coding
Rufy4	protein_coding
Cxcr2	protein_coding
Cxcr1	protein_coding
Mir1928	miRNA
Gm25524	snRNA
Arpc2	protein_coding
Gpbar1	protein_coding
Aamp	protein_coding
Gm28364	antisense
Pnkd	protein_coding
Gm37503	TEC
Tmbim1	protein_coding
Gm29358	sense_intronic
Gm37931	TEC
Catip	protein_coding
Slc11a1	protein_coding
Ctdsp1	protein_coding
Mir26b	miRNA
Vil1	protein_coding
Usp37	protein_coding
Gm37733	TEC
Cnot9	protein_coding
Plcd4	protein_coding
Zfp142	protein_coding
Gm25035	miRNA
Bcs1l	protein_coding
Rnf25	protein_coding
Stk36	protein_coding
Ttll4	protein_coding
Cyp27a1	protein_coding
Prkag3	protein_coding
Gm27507	misc_RNA
Wnt6	protein_coding
Gm29539	antisense
Wnt10a	protein_coding
Gm16582	processed_transcript
Cdk5r2	protein_coding
Fev	protein_coding
Cryba2	protein_coding
Mir375	miRNA
Cfap65	protein_coding
Gm15841	antisense
Ihh	protein_coding
Gm37744	TEC
Nhej1	protein_coding
Slc23a3	protein_coding
Cnppd1	protein_coding
Retreg2	protein_coding
Zfand2b	protein_coding
Abcb6	protein_coding
Gm29253	processed_transcript
Atg9a	protein_coding
Ankzf1	protein_coding
Glb1l	protein_coding
Gm27943	miRNA
Stk16	protein_coding
Tuba4a	protein_coding
A630095N17Rik	protein_coding
Gm50472	processed_pseudogene
Dnajb2	protein_coding
Ptprn	protein_coding
Gm28294	antisense
Resp18	protein_coding
Gm28902	antisense
Dnpep	protein_coding
Des	protein_coding
Gm15179	antisense
Speg	protein_coding
Gm15178	antisense
Gmppa	protein_coding
Asic4	protein_coding
Gm37264	TEC
Chpf	protein_coding
Obsl1	protein_coding
Tmem198	protein_coding
Inha	protein_coding
Gm15181	unprocessed_pseudogene
Stk11ip	protein_coding
Gm15183	processed_pseudogene
Slc4a3	protein_coding
Gm15180	processed_pseudogene
Gm15182	processed_pseudogene
Gm5257	processed_pseudogene
Gm29065	lincRNA
Gm29068	processed_pseudogene
Gm29069	lincRNA
Gm17751	lincRNA
Mir6343	miRNA
Gm816	lincRNA
Gm38265	TEC
Gm25974	rRNA
Epha4	protein_coding
Mir6352	miRNA
Gm28386	lincRNA
Gm28385	processed_pseudogene
Gm26263	snRNA
Gm28387	lincRNA
Pax3	protein_coding
Gm2102	processed_pseudogene
Sgpp2	protein_coding
Gm28410	antisense
Gm37884	TEC
Farsb	protein_coding
Gm28995	unprocessed_pseudogene
4833412K13Rik	TEC
BC035947	protein_coding
Mogat1	protein_coding
5730419F03Rik	lincRNA
Gm29611	lincRNA
Acsl3	protein_coding
Utp14b	protein_coding
Gm6159	processed_pseudogene
Gm29536	lincRNA
Kcne4	protein_coding
Gm29187	lincRNA
Gm5830	processed_pseudogene
Scg2	protein_coding
Gm19027	processed_pseudogene
Gm24160	snoRNA
Ap1s3	protein_coding
Gm37886	TEC
Wdfy1	protein_coding
Gm10555	TEC
Mrpl44	protein_coding
Serpine2	protein_coding
Gm5529	processed_pseudogene
Gm28071	processed_pseudogene
Gm28058	processed_pseudogene
Gm23934	snRNA
Gm38339	TEC
9830004L10Rik	lincRNA
Fam124b	protein_coding
2310015K22Rik	lincRNA
Gm37932	TEC
Cul3	protein_coding
Gm37902	TEC
Gm37262	TEC
Gm29125	lincRNA
Gm6189	processed_pseudogene
1700016L21Rik	antisense
Gm45261	protein_coding
Dock10	protein_coding
Gm37645	TEC
Gm38062	TEC
A630081D01Rik	TEC
Gm29124	processed_pseudogene
Gm28066	processed_pseudogene
Nyap2	protein_coding
Gm37210	TEC
Gm6198	processed_pseudogene
Gm5530	processed_pseudogene
Gm7516	processed_pseudogene
Gm37114	TEC
Mir6344	miRNA
Irs1	protein_coding
Gm9747	protein_coding
Rhbdd1	protein_coding
Gm19552	TEC
Gm28940	antisense
Gm22112	miRNA
Col4a4	protein_coding
Col4a3	protein_coding
n-R5s213	rRNA
C430014B12Rik	processed_transcript
Mff	protein_coding
Gm28941	sense_intronic
Tm4sf20	protein_coding
Gm47791	protein_coding
Gm19257	processed_pseudogene
Gm36999	TEC
Gm28942	lincRNA
Gm17764	processed_pseudogene
Gm22396	miRNA
Agfg1	protein_coding
A030005L19Rik	protein_coding
A030014E15Rik	protein_coding
Gm6217	protein_coding
A030003K21Rik	protein_coding
Gm7544	protein_coding
Gm47955	protein_coding
Gm47959	protein_coding
Gm7553	processed_pseudogene
Slc19a3	protein_coding
Gm7539	processed_pseudogene
Krtap28-10	protein_coding
Gm47969	protein_coding
A030005K14Rik	protein_coding
Krtap28-13	protein_coding
Gm29518	processed_pseudogene
Ccl20	protein_coding
Gm29519	processed_pseudogene
Daw1	protein_coding
Gm6244	processed_pseudogene
n-R5s214	rRNA
Sphkap	protein_coding
Gm6374	processed_pseudogene
Gm37517	TEC
Gm37989	TEC
4933436I20Rik	lincRNA
Gm25754	miRNA
Gm24555	snoRNA
Pid1	protein_coding
Gm37058	TEC
Gm18304	processed_pseudogene
Mir6353	miRNA
Dner	protein_coding
Gm37959	TEC
Gm37925	TEC
Mir5126	miRNA
Trip12	protein_coding
Gm38374	TEC
Gm37738	TEC
Fbxo36	protein_coding
Slc16a14	protein_coding
AC167036.1	protein_coding
Gm29284	unprocessed_pseudogene
C130026I21Rik	protein_coding
Rpl19-ps1	processed_pseudogene
Gm27907	miRNA
AC167036.2	protein_coding
Gm7582	unprocessed_pseudogene
Gm2389	unprocessed_pseudogene
Gm18342	unprocessed_pseudogene
A530032D15Rik	protein_coding
Gm10553	antisense
A530040E14Rik	antisense
Gm16038	unprocessed_pseudogene
Gm7592	unprocessed_pseudogene
Gm6264	transcribed_unprocessed_pseudogene
AC123856.1	transcribed_unprocessed_pseudogene
Gm7609	protein_coding
Gm16028	antisense
Gm16026	transcribed_unprocessed_pseudogene
Gm2619	processed_transcript
Gm16025	lincRNA
Gm7281	unprocessed_pseudogene
AC147806.1	protein_coding
Gm2427	unprocessed_pseudogene
Gm16092	lincRNA
AC147806.2	protein_coding
AC147806.3	unprocessed_pseudogene
G530012D18Rik	protein_coding
Sp110	protein_coding
Gm16094	antisense
Sp140	protein_coding
Gm10552	antisense
Gm17017	antisense
Sp100	protein_coding
n-R5s215	rRNA
A630001G21Rik	protein_coding
Mir8096	miRNA
Gm25472	miRNA
9930111H07Rik	lincRNA
Gm22906	misc_RNA
Cab39	protein_coding
Itm2c	protein_coding
4933407L21Rik	protein_coding
Gm28884	antisense
Gpr55	protein_coding
Gm28100	lincRNA
Gm18180	processed_pseudogene
Spata3	protein_coding
2810459M11Rik	protein_coding
Psmd1	protein_coding
Gm22786	snoRNA
Htr2b	protein_coding
Gm37914	TEC
Gm21972	protein_coding
Armc9	protein_coding
Gm16341	antisense
B3gnt7	protein_coding
Gm28626	antisense
Gm5258	processed_pseudogene
Gm28627	processed_pseudogene
Ncl	protein_coding
Snora75	snoRNA
Mir3535	miRNA
Gm24148	snoRNA
Snord82	snoRNA
C130036L24Rik	processed_transcript
Gm45908	processed_pseudogene
Nmur1	protein_coding
Tex44	protein_coding
Rpl30-ps6	processed_pseudogene
Ptma	protein_coding
Pde6d	protein_coding
Gm37152	TEC
Cops7b	protein_coding
Gm22955	miRNA
Gm37022	TEC
Nppc	protein_coding
Dis3l2	protein_coding
Gm29097	processed_pseudogene
Gm29055	sense_intronic
Gm37485	TEC
Gm38142	TEC
Gm38010	TEC
Gm37541	TEC
Gm38021	TEC
Gm6136	processed_pseudogene
Gm37967	TEC
Gm28375	antisense
Gm37017	TEC
Gm37447	TEC
Akp-ps1	transcribed_unprocessed_pseudogene
Gm29371	lincRNA
Alppl2	protein_coding
Alpi	protein_coding
Gm29372	processed_pseudogene
Akp3	protein_coding
Gm29374	lincRNA
Ecel1	protein_coding
Prss56	protein_coding
Chrnd	protein_coding
Chrng	protein_coding
Eif4e2	protein_coding
Gm26187	snRNA
Efhd1	protein_coding
Efhd1os	antisense
Gigyf2	protein_coding
Gm22549	snRNA
Kcnj13	protein_coding
Gm23504	snRNA
Snorc	protein_coding
Ngef	protein_coding
Neu2	protein_coding
Gm17181	processed_pseudogene
Gm6153	processed_pseudogene
Inpp5d	protein_coding
Atg16l1	protein_coding
Gm25395	scaRNA
Scarna6	scaRNA
Sag	protein_coding
Dgkd	protein_coding
Gm19582	antisense
4833421G17Rik	TEC
Gm38365	TEC
Usp40	protein_coding
Gm25198	miRNA
Gm5832	processed_pseudogene
Gm15375	unprocessed_pseudogene
AC087801.1	unprocessed_pseudogene
Ugt1a10	protein_coding
Gm20528	processed_transcript
AC087801.2	unprocessed_pseudogene
Ugt1a9	protein_coding
Ugt1a8	protein_coding
Ugt1a7c	protein_coding
Gm15373	unprocessed_pseudogene
Ugt1a6b	protein_coding
Gm15372	unprocessed_pseudogene
Gm15370	unprocessed_pseudogene
Ugt1a6a	protein_coding
Gm15369	unprocessed_pseudogene
Gm15374	unprocessed_pseudogene
Gm15371	unprocessed_pseudogene
Ugt1a5	protein_coding
AC087801.3	unprocessed_pseudogene
Gm15368	unprocessed_pseudogene
Gm15376	unprocessed_pseudogene
Ugt1a2	protein_coding
Dnajb3	protein_coding
Ugt1a1	protein_coding
Mroh2a	protein_coding
Hjurp	protein_coding
Trpm8	protein_coding
4930453O03Rik	antisense
Spp2	protein_coding
Gm29538	lincRNA
Gm28888	lincRNA
Glrp1	protein_coding
Gm19589	lincRNA
Gm38130	TEC
Gm29336	lincRNA
Arl4c	protein_coding
Gm29335	processed_pseudogene
Platr5	lincRNA
Gm29337	lincRNA
Gm4753	processed_pseudogene
1700067G17Rik	lincRNA
Gm18699	processed_pseudogene
Sh3bp4	protein_coding
Gm38312	TEC
Gm5259	processed_pseudogene
Gm28342	lincRNA
C030007H22Rik	lincRNA
Agap1	protein_coding
Gm37297	TEC
Gm25180	rRNA
Gm28499	sense_intronic
4933400F21Rik	processed_transcript
Gm26037	misc_RNA
Gm37521	TEC
Gbx2	protein_coding
D130058E05Rik	processed_transcript
Asb18	protein_coding
Iqca	protein_coding
4930434B07Rik	lincRNA
Ackr3	protein_coding
Gm38277	TEC
Gm28721	lincRNA
Gm28723	lincRNA
Gm27648	rRNA
Gm28722	lincRNA
Gm35048	TEC
Cops8	protein_coding
Gm9991	lincRNA
Col6a3	protein_coding
Gm36970	TEC
4930474B08Rik	TEC
Mlph	protein_coding
Prlh	protein_coding
Rab17	protein_coding
Gm28199	lincRNA
Lrrfip1	protein_coding
Rbm44	protein_coding
Gm7776	processed_pseudogene
Ramp1	protein_coding
Ube2f	protein_coding
Gm7785	processed_pseudogene
Scly	protein_coding
Gm17090	antisense
Espnl	protein_coding
Klhl30	protein_coding
Erfe	protein_coding
Ilkap	protein_coding
1700020N18Rik	lincRNA
Hes6	protein_coding
Per2	protein_coding
Gm28381	processed_pseudogene
Gm28382	lincRNA
Gm19085	processed_pseudogene
Traf3ip1	protein_coding
Asb1	protein_coding
Gm28380	lincRNA
Gm29100	antisense
Twist2	protein_coding
Gm29101	sense_intronic
Gm37600	TEC
Hdac4	protein_coding
Gm37048	TEC
Gm37036	TEC
Gm29099	lincRNA
Gm7837	processed_pseudogene
Ndufa10	protein_coding
Mir6900	miRNA
Olfr1416	protein_coding
Olfr1415	protein_coding
Olfr1414	protein_coding
Olfr1413	protein_coding
1700054K02Rik	antisense
Gm28478	unprocessed_pseudogene
Olfr1412	protein_coding
Gm44098	unprocessed_pseudogene
Olfr1411	protein_coding
Gm44099	unprocessed_pseudogene
Olfr1410	protein_coding
Olfr12	protein_coding
Cops9	protein_coding
Otos	protein_coding
Gm29483	lincRNA
Gm29482	lincRNA
Gm29481	antisense
Gpc1	protein_coding
Gm29480	antisense
Mir149	miRNA
Ankmy1	protein_coding
Dusp28	protein_coding
5033417F24Rik	antisense
Rnpepl1	protein_coding
9430060I03Rik	antisense
Capn10	protein_coding
Gpr35	protein_coding
Gm18697	processed_pseudogene
Aqp12	protein_coding
Kif1a	protein_coding
Gm28086	lincRNA
Agxt	protein_coding
Mab21l4	protein_coding
Crocc2	protein_coding
Sned1	protein_coding
Mir6901	miRNA
Mterf4	protein_coding
Gm28535	antisense
Gm7867	processed_pseudogene
Pask	protein_coding
Ppp1r7	protein_coding
Mir6902	miRNA
Mir6345	miRNA
Gm26446	snRNA
Ano7	protein_coding
Hdlbp	protein_coding
Gm17415	processed_pseudogene
Septin2	protein_coding
Septin2	protein_coding
Farp2	protein_coding
Gm37250	TEC
Stk25	protein_coding
Gm28536	antisense
Bok	protein_coding
Thap4	protein_coding
Gm10550	antisense
Atg4b	protein_coding
Dtymk	protein_coding
Ing5	protein_coding
Gm22089	snRNA
D2hgdh	protein_coding
Gal3st2	protein_coding
Gm18666	unprocessed_pseudogene
Gal3st2b	protein_coding
Gm7889	unprocessed_pseudogene
Gal3st2c	protein_coding
Neu4	protein_coding
Pdcd1	protein_coding
Gm7891	processed_pseudogene
Gm7895	processed_pseudogene
Gm23389	snoRNA
4930440C22Rik	lincRNA
Gm23181	snoRNA
Gm5264	processed_pseudogene
Fam174a	protein_coding
BC055308	TEC
Gm15427	processed_pseudogene
St8sia4	protein_coding
Gm37642	TEC
4930598F16Rik	lincRNA
Gm37761	TEC
Gm22360	snRNA
1700063A18Rik	lincRNA
Gm24586	miRNA
Gm22917	miRNA
Gm37076	TEC
Gm29601	lincRNA
4930533P14Rik	lincRNA
Gm26245	snRNA
Gm1833	processed_pseudogene
Gm26078	snoRNA
Slco4c1	protein_coding
Panct2	antisense
Slco6b1	transcribed_unprocessed_pseudogene
Gm9499	processed_pseudogene
Gm28901	lincRNA
Gm6430	processed_pseudogene
Slco6c1	protein_coding
Gm7133	unprocessed_pseudogene
Gm7135	transcribed_unprocessed_pseudogene
Gm37171	TEC
D1Ertd622e	protein_coding
AC099860.1	processed_pseudogene
Ppip5k2	protein_coding
Gin1	protein_coding
Pam	protein_coding
Gm37140	TEC
Gm25413	misc_RNA
Gm3531	processed_pseudogene
B230216N24Rik	processed_transcript
Gm24465	snRNA
1810006J02Rik	lincRNA
Gm29461	lincRNA
Gm7952	processed_pseudogene
Gm29462	processed_pseudogene
Slco6d1	protein_coding
Gm3555	processed_pseudogene
Gm26134	miRNA
Gm7967	lincRNA
Gm29460	processed_pseudogene
Gm23434	snRNA
Gm18248	processed_pseudogene
Cntnap5b	protein_coding
Prdx2-ps1	processed_pseudogene
Gm37877	TEC
Gm19029	processed_pseudogene
Gm23602	snoRNA
Gm29668	processed_pseudogene
Gm29667	processed_pseudogene
Gm18700	processed_pseudogene
Gm18185	processed_pseudogene
Gm29334	processed_pseudogene
Gm25537	miRNA
Gm20268	lincRNA
Gm28801	processed_pseudogene
Psmb6-ps2	processed_pseudogene
Gm18969	processed_pseudogene
Gm28188	processed_pseudogene
Gm28187	lincRNA
Gm24122	snoRNA
Gm28623	unprocessed_pseudogene
Gm23036	snoRNA
Gm3116	unprocessed_pseudogene
Gm20281	processed_pseudogene
Gm22034	snoRNA
Gm18728	unprocessed_pseudogene
Gm23965	snoRNA
Gm29141	unprocessed_pseudogene
Gm37789	TEC
Gm18447	processed_pseudogene
Gm29140	processed_pseudogene
Gm23537	misc_RNA
Gm5260	processed_pseudogene
Gm29592	unprocessed_pseudogene
Gm29011	processed_pseudogene
Cdh20	protein_coding
Gm38031	TEC
n-R5s216	rRNA
Gm36969	TEC
Gm15699	antisense
Gm29012	lincRNA
Gm29013	unprocessed_pseudogene
Rnf152	protein_coding
Gm29014	processed_pseudogene
Gm17634	antisense
Gm28403	sense_overlapping
Capza1-ps1	pseudogene
Pign	protein_coding
Gm28404	sense_intronic
Gm20302	processed_pseudogene
Gm22426	miRNA
Gm8004	processed_pseudogene
Relch	protein_coding
Gm37566	TEC
Gm10193	processed_pseudogene
Tnfrsf11a	protein_coding
Gm37779	TEC
Gm26214	snRNA
Gm18801	processed_pseudogene
Gm7160	lincRNA
Zcchc2	protein_coding
Gm37372	TEC
Gm26509	processed_pseudogene
Gm20753	lincRNA
Phlpp1	protein_coding
Gm38235	TEC
A530053M12Rik	lincRNA
Gm6651	processed_pseudogene
Bcl2	protein_coding
D630008O14Rik	antisense
Mir3473f	miRNA
Gm37053	TEC
Kdsr	protein_coding
Vps4b	protein_coding
Serpinb5	protein_coding
Pou2f3-rs1	processed_pseudogene
Serpinb12	protein_coding
Serpinb13	protein_coding
Gm8080	unprocessed_pseudogene
Serpinb3a	protein_coding
Serpinb3d	protein_coding
Gm15388	processed_pseudogene
Serpinb3b	protein_coding
Gm8084	unprocessed_pseudogene
Gm15390	processed_pseudogene
Serpinb3c	protein_coding
Gm8089	unprocessed_pseudogene
Serpinb11	protein_coding
Gm15391	lincRNA
Serpinb7	protein_coding
Gm24553	snoRNA
Serpinb2	protein_coding
Serpinb10	polymorphic_pseudogene
Serpinb8	protein_coding
Gm15389	lincRNA
Gm24267	snRNA
Gm22438	snoRNA
D830032E09Rik	lincRNA
Gm18448	processed_pseudogene
Gm28282	processed_pseudogene
Gm5702	processed_pseudogene
Gm38212	TEC
Gm28283	processed_pseudogene
Gm6679	processed_pseudogene
Gm17847	processed_pseudogene
Gm28281	processed_pseudogene
Gm22159	snoRNA
Gm25293	misc_RNA
Gm8141	processed_pseudogene
Cdh7	protein_coding
Gm18552	processed_pseudogene
Gm3332	processed_pseudogene
Gm6693	processed_pseudogene
Cdh19	protein_coding
Gm38255	TEC
Gm36944	TEC
Gm29088	lincRNA
Gm19927	processed_pseudogene
Gm8173	processed_pseudogene
Gm37934	TEC
Dsel	protein_coding
Gm6028	processed_pseudogene
Gm17752	processed_pseudogene
Gm6717	processed_pseudogene
Gm19086	processed_pseudogene
Gm18406	processed_pseudogene
Gm22331	snoRNA
Gm8204	processed_pseudogene
Gm28190	processed_pseudogene
Gm28189	lincRNA
Gm17946	processed_pseudogene
Gm18181	processed_pseudogene
Gm24937	snoRNA
9330185C12Rik	lincRNA
Gm4854	processed_pseudogene
Gm17916	transcribed_processed_pseudogene
Cntnap5a	protein_coding
Gm23393	miRNA
Gm28263	processed_pseudogene
Gm19965	protein_coding
Gm17777	processed_pseudogene
Gm24030	snRNA
Gm27785	miRNA
Gm28361	processed_pseudogene
Zfp813-ps	lincRNA
Zfp813-ps	processed_pseudogene
Gm28362	unprocessed_pseudogene
Gm28363	protein_coding
Gm28359	unprocessed_pseudogene
Gm18182	unprocessed_pseudogene
B020011L13Rik	protein_coding
Gm28360	protein_coding
Gm28169	processed_pseudogene
Gm7195	unprocessed_pseudogene
Gm28168	protein_coding
Gm7145	protein_coding
Gm28358	transcribed_unprocessed_pseudogene
Gm29489	unprocessed_pseudogene
Gm29490	processed_pseudogene
Gm29104	unprocessed_pseudogene
Gm29106	protein_coding
Gm7200	processed_pseudogene
Tsn	protein_coding
Nifk	protein_coding
Gm28867	lincRNA
Clasp1	protein_coding
Gm26080	snoRNA
2900060B14Rik	antisense
Gm22710	snRNA
Gm28466	processed_pseudogene
Tfcp2l1	protein_coding
Gm22094	rRNA
Gm28882	processed_pseudogene
Gm23497	snRNA
Gm28467	processed_pseudogene
Gli2	protein_coding
Mir6346	miRNA
Gm26831	lincRNA
Gm8321	processed_pseudogene
Gm3508	processed_pseudogene
Gm29456	lincRNA
Gm29455	lincRNA
Inhbb	protein_coding
Ralb	protein_coding
Gm29454	processed_pseudogene
Gm27184	antisense
Tmem185b	protein_coding
3830432H09Rik	lincRNA
Gm25322	snRNA
Epb41l5	protein_coding
Gm37219	TEC
Ptpn4	protein_coding
Gm3851	processed_pseudogene
Gm37745	TEC
Gm29657	processed_pseudogene
Gm8338	processed_pseudogene
Gm29658	processed_pseudogene
Gm3551	processed_pseudogene
Gm28209	lincRNA
Tmem177	protein_coding
Cfap221	protein_coding
Gm17973	processed_pseudogene
Sctr	protein_coding
Tmem37	protein_coding
Dbi	protein_coding
3110009E18Rik	protein_coding
Steap3	protein_coding
C1ql2	protein_coding
1700012E03Rik	lincRNA
Marco	protein_coding
En1	protein_coding
2610027F03Rik	lincRNA
Gm29346	lincRNA
Gm29345	lincRNA
Gm29344	processed_pseudogene
Gm29348	lincRNA
Gm29347	lincRNA
Gm37043	TEC
Celrr	lincRNA
Gm29359	lincRNA
Gm38283	TEC
Insig2	protein_coding
Gm37174	TEC
2210011K15Rik	lincRNA
Ccdc93	protein_coding
Gm15392	antisense
Gm15393	processed_pseudogene
Htr5b	protein_coding
Gm8217	processed_pseudogene
Ddx18	protein_coding
Gm28591	processed_pseudogene
Gm37920	TEC
Gm15394	processed_pseudogene
Gm8392	processed_pseudogene
Gm26472	miRNA
Gm28590	lincRNA
Gm24547	snRNA
Gm36982	TEC
Gm25771	snoRNA
Gm29192	processed_pseudogene
Gm37970	TEC
Gm8403	processed_pseudogene
Gm28911	processed_pseudogene
Gm20058	processed_pseudogene
Gm28912	processed_pseudogene
Dpp10	protein_coding
Gm37478	TEC
Gm37221	TEC
Gm24791	snoRNA
Gm37066	TEC
Gm37781	TEC
Gm37396	TEC
Gm38263	TEC
Gm28929	processed_pseudogene
Gm18875	processed_pseudogene
Gm37551	TEC
Gm38073	TEC
Gm25578	snRNA
Gm28299	processed_pseudogene
Gm37717	TEC
1700121L03Rik	lincRNA
Actr3	protein_coding
Gm28706	lincRNA
Slc35f5	protein_coding
Gm18444	processed_pseudogene
Gpr39	protein_coding
Lypd1	protein_coding
Nckap5	protein_coding
Gm37161	TEC
Gm37936	TEC
Gm38177	TEC
4930599A14Rik	lincRNA
Gm5261	processed_pseudogene
Mgat5	protein_coding
Gm37772	TEC
Gm37510	TEC
Gm8451	processed_pseudogene
Gm23370	scaRNA
Gm23370	scaRNA
Gm23734	snoRNA
Gm38301	TEC
Tmem163	protein_coding
Acmsd	protein_coding
2900009J06Rik	antisense
Ccnt2	protein_coding
Map3k19	protein_coding
Rab3gap1	protein_coding
Zranb3	protein_coding
Gm28800	antisense
Gm38248	TEC
Rpl28-ps1	processed_pseudogene
Gm37625	TEC
Gm38026	TEC
R3hdm1	protein_coding
Gm29383	processed_pseudogene
Gm37588	TEC
Gm37868	TEC
Gm37407	TEC
Mir128-1	miRNA
Ubxn4	protein_coding
Lct	protein_coding
Mcm6	protein_coding
Dars	protein_coding
Gm23902	snoRNA
Gm29598	processed_pseudogene
Gm29597	processed_pseudogene
Gm25384	snRNA
Gm6170	processed_pseudogene
Cxcr4	protein_coding
Gm29599	processed_pseudogene
Gm26686	lincRNA
Gm23056	snRNA
Thsd7b	protein_coding
Gm38240	TEC
Gm38330	TEC
Gm36951	TEC
Gm15790	processed_pseudogene
Rpl31-ps9	processed_pseudogene
Gm37479	TEC
Gm37064	TEC
Gm37278	TEC
Gm29428	processed_pseudogene
Gm16081	lincRNA
Cd55b	protein_coding
Cd55os	antisense
Gm15675	lincRNA
Cd55	protein_coding
Gm16083	antisense
Gm37109	TEC
Gm37283	TEC
Zp3r	protein_coding
Gm23623	snRNA
C4bp	protein_coding
Gm29427	protein_coding
C4bp-ps1	unprocessed_pseudogene
Pfkfb2	protein_coding
Yod1	protein_coding
Gm37163	TEC
AA986860	protein_coding
Gm28857	antisense
Gm28856	lincRNA
Fcamr	protein_coding
Gm15848	antisense
Pigr	protein_coding
Fcmr	protein_coding
Il24	protein_coding
Il20	protein_coding
Il19	protein_coding
Il10	protein_coding
Mapkapk2	protein_coding
Gm25549	snRNA
Gm37084	TEC
Gm25717	misc_RNA
Dyrk3	protein_coding
Eif2d	protein_coding
Rassf5	protein_coding
Gm17796	processed_pseudogene
Ikbke	protein_coding
Gm28914	antisense
Gm28913	antisense
Srgap2	protein_coding
Gm38262	TEC
Gm37954	TEC
Gm29488	sense_intronic
Gm29487	processed_pseudogene
Gm24273	miRNA
Fam72a	protein_coding
Avpr1b	protein_coding
